"#chr" "region_id" "TSS" "start" "end" "contexts" "original_data"
"chr15" "ENSG00000262560" 43799133 40280000 45120000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000262560.univariate_twas_weights.rds"
"chr5" "ENSG00000262576" 141355021 140355020 142512975 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000262576.univariate_twas_weights.rds"
"chr17" "ENSG00000262633" 46923133 45923132 50760000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000262633.univariate_twas_weights.rds"
"chr11" "ENSG00000262655" 13962723 12280000 15268133 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000262655.univariate_twas_weights.rds"
"chr17" "ENSG00000262660" 81703371 79720000 83257441 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000262660.univariate_twas_weights.rds"
"chr17" "ENSG00000262664" 2042022 0 3043425 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000262664.univariate_twas_weights.rds"
"chr17" "ENSG00000262730" 7930622 4720000 9760000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000262730.univariate_twas_weights.rds"
"chr17" "ENSG00000262814" 81703367 79720000 83257441 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000262814.univariate_twas_weights.rds"
"chr19" "ENSG00000262874" 51390591 47280000 54480000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000262874.univariate_twas_weights.rds"
"chr7" "ENSG00000263001" 74650231 72840000 80080000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000263001.univariate_twas_weights.rds"
"chr19" "ENSG00000263002" 44141554 41840000 45640000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000263002.univariate_twas_weights.rds"
"chr6" "ENSG00000263020" 31666102 29640000 33560000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000263020.univariate_twas_weights.rds"
"chr15" "ENSG00000263155" 57591904 55160000 59680000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000263155.univariate_twas_weights.rds"
"chr17" "ENSG00000263429" 10804099 9560000 12160000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000263429.univariate_twas_weights.rds"
"chr1" "ENSG00000263464" 149583865 146040000 151400000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000263464.univariate_twas_weights.rds"
"chr11" "ENSG00000263465" 95066919 93720000 96480000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000263465.univariate_twas_weights.rds"
"chr1" "ENSG00000263513" 143971965 117920000 146880000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000263513.univariate_twas_weights.rds"
"chr1" "ENSG00000263528" 206470476 205470475 207800000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000263528.univariate_twas_weights.rds"
"chr17" "ENSG00000263620" 8162975 4720000 9760000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000263620.univariate_twas_weights.rds"
"chr17" "ENSG00000263715" 45620344 42560000 46835826 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000263715.univariate_twas_weights.rds"
"chr10" "ENSG00000263761" 47322454 46322453 50080000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000263761.univariate_twas_weights.rds"
"chr17" "ENSG00000263809" 8383187 4720000 9760000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000263809.univariate_twas_weights.rds"
"chr17" "ENSG00000263874" 38925168 37920000 41920000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000263874.univariate_twas_weights.rds"
"chr1" "ENSG00000263956" 148152322 146040000 149760000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000263956.univariate_twas_weights.rds"
"chr17" "ENSG00000264058" 40665141 37920000 41920000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000264058.univariate_twas_weights.rds"
"chr17" "ENSG00000264187" 17237185 15560000 19200000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000264187.univariate_twas_weights.rds"
"chr2" "ENSG00000264324" 74363377 73211604 75363377 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000264324.univariate_twas_weights.rds"
"chr1" "ENSG00000264343" 146229026 121600000 149760000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000264343.univariate_twas_weights.rds"
"chr17" "ENSG00000264364" 58083419 56800000 59095542 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000264364.univariate_twas_weights.rds"
"chr1" "ENSG00000264522" 150010726 148440000 151400000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000264522.univariate_twas_weights.rds"
"chr9" "ENSG00000264545" 21802636 20802635 26880000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000264545.univariate_twas_weights.rds"
"chr8" "ENSG00000264668" 143247110 141360000 144520000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000264668.univariate_twas_weights.rds"
"chr17" "ENSG00000264813" 63484823 62240000 64521848 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000264813.univariate_twas_weights.rds"
"chr1" "ENSG00000265107" 147773362 146040000 149760000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000265107.univariate_twas_weights.rds"
"chr17" "ENSG00000265118" 31318831 28360000 32440000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000265118.univariate_twas_weights.rds"
"chr10" "ENSG00000265190" 47484158 46360000 50080000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000265190.univariate_twas_weights.rds"
"chr1" "ENSG00000265241" 145927484 121600000 146927484 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000265241.univariate_twas_weights.rds"
"chr17" "ENSG00000265303" 59197566 58197565 60215226 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000265303.univariate_twas_weights.rds"
"chr10" "ENSG00000265354" 45972489 39560000 47003742 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000265354.univariate_twas_weights.rds"
"chr1" "ENSG00000265491" 145824095 121600000 146880000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000265491.univariate_twas_weights.rds"
"chr21" "ENSG00000265590" 32612865 31402511 33640000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000265590.univariate_twas_weights.rds"
"chr18" "ENSG00000265681" 49492523 46080000 50492523 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000265681.univariate_twas_weights.rds"
"chr16" "ENSG00000265690" 67163385 66163384 71160000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000265690.univariate_twas_weights.rds"
"chr10" "ENSG00000265763" 47384293 46360000 50080000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000265763.univariate_twas_weights.rds"
"chr1" "ENSG00000265808" 120176520 117920000 145480000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000265808.univariate_twas_weights.rds"
"chr8" "ENSG00000265817" 94436952 91080000 95436952 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000265817.univariate_twas_weights.rds"
"chr6" "ENSG00000265818" 8102530 6560000 10920000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000265818.univariate_twas_weights.rds"
"chr1" "ENSG00000265972" 145996579 121600000 146996579 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000265972.univariate_twas_weights.rds"
"chr1" "ENSG00000266028" 206203345 201840000 207800000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000266028.univariate_twas_weights.rds"
"chr17" "ENSG00000266074" 81395457 79720000 83257441 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000266074.univariate_twas_weights.rds"
"chr17" "ENSG00000266076" 65641033 64538102 66641033 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000266076.univariate_twas_weights.rds"
"chr17" "ENSG00000266086" 58007246 56800000 59007246 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000266086.univariate_twas_weights.rds"
"chr1" "ENSG00000266094" 206507531 205507530 207800000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000266094.univariate_twas_weights.rds"
"chr17" "ENSG00000266173" 63741986 62240000 64741986 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000266173.univariate_twas_weights.rds"
"chr17" "ENSG00000266202" 27893365 22760000 28893365 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000266202.univariate_twas_weights.rds"
"chr7" "ENSG00000266265" 130734207 128320000 131734207 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000266265.univariate_twas_weights.rds"
"chr17" "ENSG00000266302" 16690261 15560000 19200000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000266302.univariate_twas_weights.rds"
"chr1" "ENSG00000266338" 144461674 117920000 146880000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000266338.univariate_twas_weights.rds"
"chr10" "ENSG00000266412" 46030623 39560000 47030623 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000266412.univariate_twas_weights.rds"
"chr1" "ENSG00000266472" 150293861 148440000 151400000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000266472.univariate_twas_weights.rds"
"chr10" "ENSG00000266524" 47300197 46300196 50080000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000266524.univariate_twas_weights.rds"
"chr17" "ENSG00000266714" 75588058 74588057 76626849 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000266714.univariate_twas_weights.rds"
"chr17" "ENSG00000266728" 27623364 22760000 28640777 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000266728.univariate_twas_weights.rds"
"chr19" "ENSG00000266953" 34396315 32720000 36320000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000266953.univariate_twas_weights.rds"
"chr19" "ENSG00000266964" 35138824 32720000 36320000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000266964.univariate_twas_weights.rds"
"chr17" "ENSG00000266967" 42964498 41720000 46680000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000266967.univariate_twas_weights.rds"
"chr18" "ENSG00000266997" 49837623 47760000 50837623 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000266997.univariate_twas_weights.rds"
"chr19" "ENSG00000267001" 2740048 0 5800000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000267001.univariate_twas_weights.rds"
"chr19" "ENSG00000267022" 44025354 41840000 45640000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000267022.univariate_twas_weights.rds"
"chr19" "ENSG00000267041" 36772825 35640000 43520000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000267041.univariate_twas_weights.rds"
"chr19" "ENSG00000267059" 1605445 0 5800000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000267059.univariate_twas_weights.rds"
"chr17" "ENSG00000267060" 42980433 41720000 46680000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000267060.univariate_twas_weights.rds"
"chr19" "ENSG00000267110" 55160671 53680000 56160671 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000267110.univariate_twas_weights.rds"
"chr19" "ENSG00000267120" 35745432 32720000 43520000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000267120.univariate_twas_weights.rds"
"chr18" "ENSG00000267127" 80034346 77680000 80373285 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000267127.univariate_twas_weights.rds"
"chr18" "ENSG00000267140" 35497940 34443871 37320000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000267140.univariate_twas_weights.rds"
"chr19" "ENSG00000267157" 5785619 0 10960000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000267157.univariate_twas_weights.rds"
"chr17" "ENSG00000267168" 76732978 75732977 80080000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000267168.univariate_twas_weights.rds"
"chr19" "ENSG00000267173" 44401608 41840000 45640000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000267173.univariate_twas_weights.rds"
"chr19" "ENSG00000267179" 11925075 9840000 12979290 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000267179.univariate_twas_weights.rds"
"chr9" "ENSG00000267206" 136748525 134040000 138394717 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000267206.univariate_twas_weights.rds"
"chr17" "ENSG00000267221" 42050601 41038232 43360000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000267221.univariate_twas_weights.rds"
"chr18" "ENSG00000267228" 47176345 46080000 49560000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000267228.univariate_twas_weights.rds"
"chr17" "ENSG00000267261" 42154916 41119674 43360000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000267261.univariate_twas_weights.rds"
"chr12" "ENSG00000267281" 53625979 51840000 56040000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000267281.univariate_twas_weights.rds"
"chr19" "ENSG00000267303" 10320678 5680000 12960000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000267303.univariate_twas_weights.rds"
"chr19" "ENSG00000267314" 5904841 4904840 10960000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000267314.univariate_twas_weights.rds"
"chr17" "ENSG00000267318" 59940908 58940907 60973101 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000267318.univariate_twas_weights.rds"
"chr19" "ENSG00000267360" 37210512 35640000 43520000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000267360.univariate_twas_weights.rds"
"chr7" "ENSG00000267368" 102642791 98840000 104960000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000267368.univariate_twas_weights.rds"
"chr19" "ENSG00000267385" 4540067 0 5800000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000267385.univariate_twas_weights.rds"
"chr17" "ENSG00000267426" 75913729 74898645 76913729 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000267426.univariate_twas_weights.rds"
"chr19" "ENSG00000267477" 11505698 9840000 12960000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000267477.univariate_twas_weights.rds"
"chr19" "ENSG00000267508" 44401608 41840000 45640000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000267508.univariate_twas_weights.rds"
"chr19" "ENSG00000267534" 10231331 5680000 12960000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000267534.univariate_twas_weights.rds"
"chr19" "ENSG00000267552" 37719188 35640000 43520000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000267552.univariate_twas_weights.rds"
"chr1" "ENSG00000267561" 86993009 85680000 88920000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000267561.univariate_twas_weights.rds"
"chr17" "ENSG00000267618" 35121493 31960000 36520000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000267618.univariate_twas_weights.rds"
"chr7" "ENSG00000267645" 102671641 98840000 104960000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000267645.univariate_twas_weights.rds"
"chr19" "ENSG00000267673" 10316015 5680000 12960000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000267673.univariate_twas_weights.rds"
"chr19" "ENSG00000267680" 44094339 41840000 45640000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000267680.univariate_twas_weights.rds"
"chr18" "ENSG00000267699" 50968019 49968018 54360000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000267699.univariate_twas_weights.rds"
"chr19" "ENSG00000267710" 56272748 55272747 58617616 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000267710.univariate_twas_weights.rds"
"chr19" "ENSG00000267740" 5903787 4866171 10960000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000267740.univariate_twas_weights.rds"
"chr19" "ENSG00000267748" 38289151 35640000 43520000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000267748.univariate_twas_weights.rds"
"chr19" "ENSG00000267796" 35748567 32720000 43520000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000267796.univariate_twas_weights.rds"
"chr19" "ENSG00000267855" 8321375 5680000 10960000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000267855.univariate_twas_weights.rds"
"chr14" "ENSG00000267909" 69574871 67720000 72520000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000267909.univariate_twas_weights.rds"
"chr19" "ENSG00000267952" 7507082 5680000 10960000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000267952.univariate_twas_weights.rds"
"chr19" "ENSG00000268041" 41928516 35640000 45640000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000268041.univariate_twas_weights.rds"
"chr1" "ENSG00000268043" 146938744 145938743 149760000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000268043.univariate_twas_weights.rds"
"chr19" "ENSG00000268083" 38840178 35640000 43520000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000268083.univariate_twas_weights.rds"
"chr19" "ENSG00000268107" 57487718 55680000 58617616 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000268107.univariate_twas_weights.rds"
"chr19" "ENSG00000268133" 57363566 55680000 58617616 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000268133.univariate_twas_weights.rds"
"chr19" "ENSG00000268163" 57477536 55680000 58617616 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000268163.univariate_twas_weights.rds"
"chr19" "ENSG00000268173" 18153158 13840000 27240000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000268173.univariate_twas_weights.rds"
"chr19" "ENSG00000268182" 56643159 55643158 58617616 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000268182.univariate_twas_weights.rds"
"chr19" "ENSG00000268193" 18934397 17040000 27240000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000268193.univariate_twas_weights.rds"
"chr3" "ENSG00000268279" 14135217 12760000 15148252 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000268279.univariate_twas_weights.rds"
"chr19" "ENSG00000268361" 43593036 41840000 45640000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000268361.univariate_twas_weights.rds"
"chr19" "ENSG00000268400" 7629796 5680000 10960000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000268400.univariate_twas_weights.rds"
